     1,     0,0.96537,0.863004,0.820442,0.940944,0.777999,0.784877
     1,     1,0.599058,0.623253,0.563528,0.615831,0.757368,0.562099
     1,     2,0.71671,0.487055,0.780694,0.556098,0.970847,0.708932
     1,     3,0.854596,0.0594094,0.833701,0.0730352,0.401265,0.0521991
     1,     4,0.597098,0.580378,0.827938,0.476538,0.898598,0.369959
     1,     5,0.921272,0.361091,0.856293,0.293844,0.489763,0.42312
     1,     6,0.171096,0.0852896,0.223233,0.0781414,0.922794,0.0412692
     1,     7,0.0743177,0.372951,0.210232,0.345248,0.762399,0.305596
     1,     8,0.175624,0.660162,0.273581,0.681604,0.179569,0.57598
     1,     9,0.0233693,0.974466,0.0264086,0.974588,0.1786,0.958416
     1,    10,0.557214,0.930574,0.820341,0.977992,0.399314,0.93459
     1,    11,0.351343,0.31286,0.282586,0.263327,0.949208,0.35105
     1,    12,0.566592,0.27368,0.447054,0.278904,0.832273,0.328999
     1,    13,0.0101446,0.0709477,0.00793319,0.0679358,0.112168,0.119231
     1,    14,0.259722,0.999961,0.295623,0.85198,0.0452929,0.987274
     1,    15,0.709553,0.142532,0.651898,0.1199,0.952031,0.126256
     1,    16,0.0943334,0.528707,0.0552524,0.471366,0.919226,0.347759
     1,    17,0.067687,0.279959,0.081914,0.287472,0.564012,0.256733
     1,    18,0.0456559,0.771857,0.106622,0.701212,0.54633,0.921357
     1,    19,0.674732,0.430904,0.719751,0.417753,0.939585,0.48963
     1,    20,0.510729,0.313043,0.420119,0.335938,0.346852,0.290838
     1,    21,0.208538,0.560852,0.206884,0.601214,0.879328,0.333457
     1,    22,0.402032,0.573502,0.490618,0.565202,0.918754,0.466476
     1,    23,0.947513,0.021001,0.84409,0.011281,0.644871,0.0382633
     1,    24,0.625916,0.772436,0.47694,0.767768,0.606353,0.726062
     1,    25,0.819126,0.889042,0.746809,0.973469,0.402076,0.804314
     1,    26,0.294524,0.783703,0.453369,0.717902,0.425553,0.606407
     1,    27,0.115978,0.251719,0.143713,0.27264,0.835856,0.37224
     1,    28,0.706005,0.863847,0.54223,0.905502,0.270578,0.853329
     1,    29,0.947873,0.343458,0.817571,0.314867,0.674514,0.336556
     1,    30,0.692142,0.598656,0.673039,0.593098,0.390826,0.520907
     1,    31,0.44787,0.0800006,0.609296,0.110449,0.5557,0.150366
     1,    32,0.309717,0.114129,0.200342,0.135831,0.0467731,0.0892736
     1,    33,0.48812,0.424848,0.237975,0.545024,0.00274779,0.618784
     1,    34,0.249625,0.0418379,0.257435,0.0389107,0.910732,0.0410131
     1,    35,0.236052,0.679398,0.335806,0.683149,0.702772,0.796398
     1,    36,0.963633,0.925113,0.92242,0.985069,0.900669,0.73784
     1,    37,0.270214,0.225491,0.250255,0.217018,0.538361,0.201127
     1,    38,0.113235,0.785305,0.12953,0.736289,0.0708161,0.672784
     1,    39,0.497528,0.474823,0.371512,0.381623,0.201479,0.440036
     1,    40,0.83375,0.00779712,0.671445,0.00904413,0.49535,0.00802328
     1,    41,0.130672,0.353157,0.107512,0.427713,0.85687,0.291662
     1,    42,0.6742,0.94161,0.755304,0.985145,0.178574,0.779308
     1,    43,0.246542,0.379437,0.214129,0.420015,0.528642,0.325021
     1,    44,0.0201307,0.967484,0.0318548,0.941797,0.11235,0.946077
     1,    45,0.131896,0.428053,0.241607,0.414314,0.0497394,0.481923
     1,    46,0.111978,0.777492,0.0869769,0.866617,0.0573578,0.682161
     1,    47,0.868368,0.471453,0.83809,0.463444,0.9652,0.547396
     1,    48,0.485351,0.675823,0.455548,0.677843,0.755357,0.87022
     1,    49,0.898556,0.922489,0.95163,0.86254,0.566718,0.884374
     1,    50,0.724338,0.929364,0.992059,0.866967,0.633838,0.901161
     1,    51,0.0300247,0.980538,0.0451553,0.976288,0.461771,0.983146
     1,    52,0.95312,0.729244,0.762719,0.734078,0.787242,0.831013
     1,    53,0.356539,0.687765,0.177188,0.672835,0.383988,0.577235
     1,    54,0.14734,0.986995,0.0796947,0.855214,0.412159,0.866926
     1,    55,0.395677,0.443064,0.381285,0.431267,0.893229,0.396626
     1,    56,0.684109,0.468629,0.56972,0.561965,0.320254,0.415885
     1,    57,0.00180842,0.10765,0.0017618,0.107961,0.262215,0.186805
     1,    58,0.0598137,0.832541,0.11932,0.793886,0.0678869,0.949297
     1,    59,0.764586,0.0828277,0.744735,0.103575,0.434319,0.0900888
     1,    60,0.81037,0.971301,0.80935,0.892653,0.817151,0.996487
     1,    61,0.459203,0.444042,0.646548,0.450628,0.572489,0.438952
     1,    62,0.144784,0.657911,0.205151,0.744275,0.3751,0.759735
     1,    63,0.726617,0.856763,0.996176,0.854752,0.653119,0.889307
     1,    64,0.407149,0.497215,0.471169,0.493991,0.51664,0.396345
     1,    65,0.175486,0.241276,0.248409,0.24341,0.257843,0.345308
     1,    66,0.069798,0.914155,0.0599883,0.981947,0.00713147,0.723561
     1,    67,0.859982,0.848014,0.78457,0.730087,0.987193,0.780972
     1,    68,0.919514,0.571013,0.84465,0.540147,0.920189,0.502873
     1,    69,0.973564,0.0500894,0.887496,0.0343526,0.811122,0.0219326
     1,    70,0.695363,0.0559865,0.931941,0.0564732,0.534832,0.0485187
     1,    71,0.0717274,0.293054,0.048863,0.300557,0.0702956,0.264111
     1,    72,0.409807,0.374309,0.598258,0.316013,0.59938,0.279399
     1,    73,0.530468,0.877943,0.380612,0.996273,0.56725,0.904526
     1,    74,0.356632,0.609626,0.35857,0.584374,0.129052,0.845638
     1,    75,0.627759,0.815908,0.731007,0.947498,0.560798,0.923773
     1,    76,0.164462,0.13472,0.13179,0.115831,0.349257,0.17327
     1,    77,0.807833,0.80606,0.910246,0.743788,0.88479,0.880828
     1,    78,0.435823,0.00633648,0.39184,0.00616512,0.241195,0.00302193
     1,    79,0.79571,0.146962,0.994255,0.171931,0.728273,0.179608
     1,    80,0.779488,0.292666,0.960156,0.221977,0.50295,0.294442
     1,    81,0.436837,0.405773,0.505921,0.433116,0.559963,0.544672
     1,    82,0.878376,0.224192,0.918275,0.19749,0.240221,0.185525
     1,    83,0.826752,0.515806,0.870606,0.451252,0.0659627,0.569703
     1,    84,0.226962,0.836175,0.244301,0.95847,0.100161,0.859881
     1,    85,0.875215,0.356275,0.974106,0.290048,0.140646,0.472332
     1,    86,0.213801,0.080994,0.13231,0.0685078,0.0953243,0.0613779
     1,    87,0.0204934,0.952893,0.0397067,0.991347,0.11321,0.655784
     1,    88,0.15717,0.896318,0.199221,0.974275,0.00399447,0.88366
     1,    89,0.254368,0.507824,0.177754,0.521165,0.984182,0.664438
     1,    90,0.469334,0.0148298,0.557799,0.0160496,0.164323,0.0127024
     1,    91,0.515443,0.311015,0.356525,0.363936,0.937923,0.235681
     1,    92,0.0866227,0.810489,0.13088,0.782939,0.0846959,0.828286
     1,    93,0.620586,0.623156,0.507861,0.618014,0.314124,0.442027
     1,    94,0.251675,0.759493,0.187888,0.731885,0.113531,0.78491
     1,    95,0.794766,0.936636,0.821505,0.863425,0.629692,0.841602
     1,    96,0.470151,0.346563,0.621358,0.379652,0.362963,0.350409
     1,    97,0.946188,0.158274,0.978076,0.163781,0.0665919,0.131654
     1,    98,0.201186,0.220042,0.158486,0.191363,0.0599576,0.295961
     1,    99,0.788556,0.530671,0.815659,0.467978,0.385293,0.462135
